Label	Hemisphere	Category	PrimaryLabel	LayerLevel	Summary
Ubiquitous Memory Ingestion	LEFT	MENTAL_MODEL	MENTAL_MODEL	L1	Ubiquitous Memory Ingestion (Layer: DYNAMIC_PLASTICITY, Tipo: COGNITIVE_CAPABILITY)
Allineamento e Diagnosi Discrepanza Nodi Render e Locale	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di spiegazione sulla discrepanza tra 208 nodi locali e 204 su Render e sincronizzazione del database cloud.
Analisi Feedback Gemini e Piano Ottimizzazione Cervello	LEFT	USER_INTENT	USER_INTENT	L1	Valutazione critica dell'assessment di Gemini sul Cervello Artificiale e definizione delle migliorie al GraphRAG e all'a
Costruzione App Personale Apprendimento Portoghese e Tedesco	LEFT	USER_INTENT	USER_INTENT	L1	L'utente desidera sviluppare un software o web app strettamente personale e privato per apprendere il portoghese e il te
Definizione Architettura & Gamification App Personale Lingue	LEFT	USER_INTENT	USER_INTENT	L1	L'utente richiede consigli approfonditi sulla struttura funzionale e pedagogica di un'app personale (stile Duolingo/Busu
Definizione Linee Guida Grafiche e UI per App Linguistica	LEFT	USER_INTENT	USER_INTENT	L1	L'utente richiede la definizione della grafica, dello stile visivo e dell'interfaccia utente per l'applicazione personal
Intento Utente: Collegare Cervello via MCP e Skill a Claude, Gemini e ChatGPT	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di configurazione MCP e binding della skill /universal-brain su Claude, Gemini e ChatGPT.
Intento Utente: Comprensione del Ruolo di Render Cloud e Analisi del Rifiuto di Claude Web	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco richiede spiegazione sul perché avere il backend su Render se gli agenti desktop leggono localmente, e com
Intento Utente: Gateway Telegram per Accesso Cognitivo Ovunque	LEFT	USER_INTENT	USER_INTENT	L1	Progetto di collegare il cervello a un Bot Telegram personale per query rapide, ricerca e inserimento di memorie/post ov
Intento Utente: Grafica Statica Stabile, Zero Oscillazioni e Zero Lag	LEFT	USER_INTENT	USER_INTENT	L1	Direttiva esplicita di Pierfrancesco: il grafo del cervello artificiale non deve mai ruotare da solo, oscillare, ballare
Intento Utente: Hierarchical Tree Engine Completamente Rilasciato e Sincronizzato	LEFT	USER_INTENT	USER_INTENT	L1	Traduzione e report di rilascio: Hierarchical Tree Engine e tool MCP brain_get_tree implementati con successo.
Intento Utente: Il mio che tipo di grafo è?	LEFT	USER_INTENT	USER_INTENT	L1	Il mio che tipo di grafo è?
Intento Utente: Migliore Soluzione - Albero Gerarchico a Comunità (Dendrogramma)	LEFT	USER_INTENT	USER_INTENT	L1	Traduzione e formalizzazione: l'Albero Gerarchico (Dendrogramma) è la soluzione ottimale per risparmio token e Semantic 
Intento Utente: Non tutto deve collegarsi a Pierfrancesco, creare grafi modulari per dominio	LEFT	USER_INTENT	USER_INTENT	L1	Proposta di separazione topologica: concetti specialistici (es. medicina) formano cluster dedicati senza dipendere dal n
Intento Utente: Potenziamento GraphRAG & MCP a Costo Zero	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta esplicita di sviluppo di un motore di ricerca ibrido (FTS5 BM25 + Shortest Path) e server MCP per Claude/Curso
Intento Utente: Proposta di strutturare il cervello in più grafi annidati come un palazzo	LEFT	USER_INTENT	USER_INTENT	L1	L'utente propone un modello in cui i nodi di un albero/grafo sono a loro volta grafi completi su più livelli.
Intento Utente: Replicare l'inibizione interemisferica per spegnere l'emisfero non usato	LEFT	USER_INTENT	USER_INTENT	L1	L'utente propone di disattivare l'emisfero non pertinente durante l'analisi e attivarlo solo quando una sinapsi richiede
Intento Utente: Si possono unire grafi e alberi di ricerca. Un grafo come il	LEFT	USER_INTENT	USER_INTENT	L1	Si possono unire grafi e alberi di ricerca. Un grafo come il mio con quello che ho creato, cioè un cervello?
Intento Utente: Strategia Hub Cognitivo Telegram (Gateway Webhook 0€)	LEFT	USER_INTENT	USER_INTENT	L1	Traduzione e consolidamento: Architettura Telegram Bot Gateway 0€ con routing comandi e BFS trans-callosale.
Intento Utente: Valutazione Alberi Binari e Alberi Pesati	LEFT	USER_INTENT	USER_INTENT	L1	Proposta di integrare strutture ad albero (binari, pesati, gerarchici) per ottimizzare la ricerca e navigazione della me
Intento Utente: Valutazione Tecnica delle Strutture ad Albero (BST, B+Tree, MST, Tree)	LEFT	USER_INTENT	USER_INTENT	L1	Valutazione tecnica delle strutture ad albero: BST, B+Tree, Maximum Spanning Tree, Hierarchical Tree e Prefix Trie per i
Intento Utente: Vorrei collegare il mio cervello a un bot su telegram giusto	LEFT	USER_INTENT	USER_INTENT	L1	Vorrei collegare il mio cervello a un bot su telegram giusto per avere a portata di mano sempre le info, che ne pensi? P
Intento Utente: mica si perde la struttura a grafo e quello che abbiamo real	LEFT	USER_INTENT	USER_INTENT	L1	mica si perde la struttura a grafo e quello che abbiamo realizzato? Albero Gerarchico (Hierarchical Tree)
Intento: Allora vorrei dirti che oggi ho man...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: Allora vorrei dirti che oggi ho man...
Intento: Audit Completo Cervello, Graphify & Memoria Cross-Chat	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di revisione completa del codice, verifica errori, prompt, documentazione e garanzia assoluta di persistenza d
Intento: Comando /prompt Copia Rapida per Telegra	LEFT	USER_INTENT	USER_INTENT	L1	Intento espresso da Pierfrancesco: Comando /prompt Copia Rapida per Telegram Bot
Intento: Jarvis, ricordi quali sono gli emis...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: Jarvis, ricordi quali sono gli emis...
Intento: Occultamento Pulsanti Mobile su Browser 	LEFT	USER_INTENT	USER_INTENT	L1	Intento espresso da Pierfrancesco: Occultamento Pulsanti Mobile su Browser Desktop
Intento: Ottimizzazione Mobile Web Dashboard Univ	LEFT	USER_INTENT	USER_INTENT	L1	Intento espresso da Pierfrancesco: Ottimizzazione Mobile Web Dashboard Universal Brain
Intento: Potenziamento Skill e Rilascio Demone Si	LEFT	USER_INTENT	USER_INTENT	L1	Intento espresso da Pierfrancesco: Potenziamento Skill e Rilascio Demone Sincronizzazione macOS
Intento: Quali sono i progetti principali di...	LEFT	USER_INTENT	USER_INTENT	L1	Prompt espresso a Groq (qwen/qwen3.8-27b): Quali sono i progetti principali di Pierfrancesco Amendola presenti nella mem
Intento: Quali sono le abitudini monitorate ...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: Quali sono le abitudini monitorate ...
Intento: c'è un problema vorrei sapere di pi...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: c'è un problema vorrei sapere di pi...
Intento: che ne pensi del mio cervello artif...	LEFT	USER_INTENT	USER_INTENT	L1	Prompt espresso a groq (openai/gpt-oss-120b): che ne pensi del mio cervello artificiale?? c'è qualcosaa che possiamo mig
Intento: che ne pensi del mio cervello artif...	LEFT	USER_INTENT	USER_INTENT	L1	Prompt espresso a gemini (gemini-3.7-flash): che ne pensi del mio cervello artificiale?? c'è qualcosaa che possiamo migl
Intento: che ore sono...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: che ore sono...
Intento: chi è Pierfrancesco Amendola e cosa...	LEFT	USER_INTENT	USER_INTENT	L1	Prompt espresso a groq (openai/gpt-oss-120b): chi è Pierfrancesco Amendola e cosa fa il suo cervello artificiale
Intento: ehi Jarvis ehi Jarvis mi puoi dire ...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: ehi Jarvis ehi Jarvis mi puoi dire ...
Intento: ho bisogno di sapere tutto ciò che ...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: ho bisogno di sapere tutto ciò che ...
Intento: ma è tutto falso!!!	LEFT	USER_INTENT	USER_INTENT	L1	Prompt espresso a groq (openai/gpt-oss-120b): ma è tutto falso!!!
Intento: non riesci a connetterti al mio cer...	LEFT	USER_INTENT	USER_INTENT	L1	Prompt espresso a groq (openai/gpt-oss-120b): non riesci a connetterti al mio cervello?
Intento: quanti nodi ci sono nel mio cervell...	LEFT	USER_INTENT	USER_INTENT	L1	Comando vocale/richiesta espresso a JARVIS da Pierfrancesco: quanti nodi ci sono nel mio cervell...
Preferenze Pierfrancesco Grafica Scacchi Duolingo	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco richiede massima fedeltà visiva allo stile Duolingo Chess: scacchiera menta e bianco, pezzi 2D piatti vett
Prevenzione Perdita Contesto per Saturazione Finestra Chat	LEFT	USER_INTENT	USER_INTENT	L1	Volontà utente: azzerare la perdita di contesto causata dalla saturazione delle finestre di contesto degli LLM, garanten
Richiesta Utente: Abbandono Jarvis e Avvio Nuovo Progetto	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco ordina la cancellazione di Jarvis/OpenJarvis e l'orientamento verso un progetto più pragmatico e funzional
Richiesta Utente: Aree e Disvelamento Progressivo dei Nodi	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di organizzare il grafo in macro-aree pulite, con espansione dei sotto-nodi al click e conservazione tematica 
Richiesta Utente: Avvio OpenJarvis con Ollama gpt-oss:120b-cloud	LEFT	USER_INTENT	USER_INTENT	L1	Test di esecuzione su OpenJarvis con Ollama gpt-oss:120b-cloud e recupero dal connettoma neurale.
Richiesta Utente: Clonazione e Integrazione OpenJarvis Stanford	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco richiede di clonare OpenJarvis sul Desktop e connetterlo al proprio Cervello Artificiale sfruttando anche 
Richiesta Utente: Creazione Progetto Autonomo JARVIS su Desktop	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco stabilisce che JARVIS deve essere un progetto separato su /Users/pierfrancesco/Desktop/Jarvis, utilizzando
Richiesta Utente: Funzionamento Architettura Web vs Desktop e Sincronizzazione Master Prompt	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco chiede chiarimenti sul funzionamento reale dell'albero gerarchico e palazzo cognitivo su backend, come le 
Richiesta Utente: Hub AI Unificato con Connettoma Permanente	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco intende costruire un client desktop/web unico che unifica tutti i provider AI (OpenAI, Claude, DeepSeek, G
Richiesta Utente: Memoria dei Ragionamenti AI e delle Chat Eterogenee	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di tracciare le domande utente, le deduzioni interne dell'AI e raggruppare chat su argomenti diversi (es. spor
Richiesta Utente: Progettazione Assistente Vocale JARVIS Personale 100% Gratuito	LEFT	USER_INTENT	USER_INTENT	L1	Pierfrancesco richiede la progettazione di un assistente vocale continuo JARVIS a costo zero, con wake word, memoria per
Richiesta Utente: Restyling Professionale e Moderno Frontend	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di rendere l'interfaccia frontend più moderna, pulita e da ingegnere informatico (ispirata a Graphify e Cavema
Tracciamento Richiesta Utente & Modello AI nella Memoria	LEFT	USER_INTENT	USER_INTENT	L1	Proposta utente: includere nel JSON di ingestione il prompt integrale e il modello AI sorgente per preservare contesto e
Valutazione Fattibilità Language App Gratuita e Unica	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di parere critico, stima complessità/tempi e identificazione elementi mancanti nel progetto di app lingue pers
Valutazione e Ottimizzazione Architettura Knowledge Graph	LEFT	USER_INTENT	USER_INTENT	L1	L'utente richiede un'analisi critica dell'architettura del proprio cervello artificiale, cercando lacune, migliorie stru
Terse Caveman Communication Persona	RIGHT	BRAND_VOICE	BRAND_VOICE	L1	Voce di brand ultra-compressa e ad altissima densità informativa: cadono preamboli, fronzoli e convenevoli; resta la pur
Ultra-Direct Engineering Voice	RIGHT	BRAND_VOICE	BRAND_VOICE	L1	Modalità comunicativa asciutta, rigorosa, priva di convenevoli e orientata alla massima densità tecnica.
Voce Chirurgica & Protocollo Caveman	RIGHT	BRAND_VOICE	BRAND_VOICE	L1	Comunicazione priva di convenevoli, chirurgica, diretta e con la massima densità concettuale per token.
Cyan & Magenta Polarity Palette	RIGHT	COLOR_PALETTE	COLOR_PALETTE	L2	Schema cromatico bipolare: Ciano Neon (#00D2FF) per il rigore razionale sinistro, Magenta Neon (#FF007F) per la creativi
Cyber Accent Color Palette	RIGHT	COLOR_PALETTE	COLOR_PALETTE	L2	Insieme di colori primari e secondari ad alto impatto cromatico per feedback e interazione (#00D2FF, #FF007F, #7928CA, #
Flame & Freeze Bipolar Palette	RIGHT	COLOR_PALETTE	COLOR_PALETTE	L2	Palette istituzionale centrata sul gradiente Fiamma (#FFE066 -> #FF8C00 -> #FF3B30), Ciano Streak Freeze (#00C7BE) e Ver
Allineamento Nodi Locale vs Render Cloud e Sincronizzazione Deploy	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di verifica e sincronizzazione dei nodi della memoria tra ambiente locale e istanza Render.
Chiarimento Architetturale: Coesistenza della Topologia a Grafo e dell'Albero Gerarchico come Overlay	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T20:38:00CEST: Chiarimento Architetturale: Coesistenza della Topologia a Grafo e dell'Albero Gera
Episodio Chat: Architettura Ibrida Cloud Render vs Agenti Locali MCP & Sicurezza LLM	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Chiarimento architetturale sulla dualità e cooperazione tra Render Cloud 24/7 (mobile/web/Telegram/GPTs) e Agenti Locali
Episodio Chat: Architettura Memoria Cross-Modello e Attribuzione	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di analisi architetturale tra Pierfrancesco e Gemini 3.7 Flash sull'inclusione di prompt utente e metadati del 
Episodio Chat: Evoluzione UI, Persistenza & Aree a Espansione	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio conversazionale incentrato sulla pulizia grafica del terminale, l'introduzione di viste a macro-aree progressiv
Episodio Conversazionale: Concezione Gateway Mobile Telegram	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Ideazione e pianificazione dell'interfaccia mobile Telegram per estendere l'ubiquità del cervello artificiale.
Episodio Conversazionale: Evoluzione GraphRAG & Protocollo MCP	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di ingegnerizzazione avanzata: sviluppo e verifica del motore FTS5 BM25, cammini minimi attraverso il Corpo Cal
Episodio Conversazionale: Valutazione Strutture ad Albero	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Discussione e perizia tecnica sull'integrazione di alberi binari, alberi di ricerca e alberi di copertura pesati nel gra
Episodio Conversazione: Allineamento Hub AI Unificato	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Avvio dell'intervista interattiva per definire la forma e la tecnologia del nuovo client unificato multi-AI.
Episodio Conversazione: Allineamento Struttura Autonoma JARVIS	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Definizione dei confini del nuovo progetto JARVIS sul Desktop e predisposizione del piano di esecuzione modulare.
Episodio Conversazione: Architettura Connettoma Neurale, Web Access e Sincronizzazione Prompt	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di allineamento e chiarimento sui meccanismi interni del Cervello Artificiale (SQLite, FTS5, Palazzo Cognitivo,
Episodio Conversazione: Chiusura Jarvis e Pivot su Nuovo Progetto	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Eliminazione progetti Jarvis dal desktop e registrazione del cambio di direzione strategico nel connettoma.
Episodio Conversazione: Integrazione OpenJarvis su Desktop	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Clonato il repository Stanford OpenJarvis sul Desktop e integrata la skill/tool per la memoria bi-emisferica del Cervell
Episodio Conversazione: Progettazione JARVIS Voice AI e Integrazione Neurale	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di disamina repository open-source e definizione architetturale completa di JARVIS: assistente vocale continuo 
Episodio Conversazione: Rilascio JARVIS Voice Assistant su Desktop	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Creazione completa e test del nuovo assistente vocale JARVIS sul Desktop, con memoria condivisa del Cervello Artificiale
Episodio Conversazione: Test Superato OpenJarvis con Ollama	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Validazione end-to-end completata: OpenJarvis legge il connettoma, esegue inferenza su Ollama e restituisce la descrizio
Episodio Vocale: Allora vorrei dirti che oggi ho man...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su Allora vorrei dirti che oggi ho man....
Episodio Vocale: Jarvis, ricordi quali sono gli emis...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su Jarvis, ricordi quali sono gli emis....
Episodio Vocale: Quali sono le abitudini monitorate ...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su Quali sono le abitudini monitorate ....
Episodio Vocale: c'è un problema vorrei sapere di pi...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su c'è un problema vorrei sapere di pi....
Episodio Vocale: che ore sono...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su che ore sono....
Episodio Vocale: ehi Jarvis ehi Jarvis mi puoi dire ...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su ehi Jarvis ehi Jarvis mi puoi dire ....
Episodio Vocale: ho bisogno di sapere tutto ciò che ...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su ho bisogno di sapere tutto ciò che ....
Episodio Vocale: quanti nodi ci sono nel mio cervell...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Dialogo vocale in tempo reale tra Pierfrancesco e JARVIS su quanti nodi ci sono nel mio cervell....
Episodio: Audit Totale & Continuità Cognitiva Cross-Chat	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di audit intensivo, correzione bug su backend/MCP/Telegram, potenziamento formale della skill per continuità cr
Episodio: Comando /prompt Copia Rapida per Telegra	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di dialogo e lavoro su Comando /prompt Copia Rapida per Telegram Bot
Episodio: Debrief Assessment Gemini e Ottimizzazione Memoria Neurale	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Analisi comparativa tra il feedback di Gemini e la reale consistenza del connettoma, con piano per perfezionare il recup
Episodio: Definizione Scopo Universale del Contesto Multi-AI	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di formalizzazione dello scopo supremo di Universal AI Brain: memoria persistente del contesto e dei processi m
Episodio: Distribuzione MCP e Skill /universal-brain su Gemini, Claude e ChatGPT	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Integrazione globale del cervello e della skill /universal-brain su tutti i modelli di frontiera.
Episodio: Fondamenti e Filosofia della Memoria Eterna Cross-Chat	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Formalizzazione della ragion d'essere del cervello artificiale: superare il reset della memoria per saturazione delle ch
Episodio: Occultamento Pulsanti Mobile su Browser 	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di dialogo e lavoro su Occultamento Pulsanti Mobile su Browser Desktop
Episodio: Ottimizzazione Mobile Web Dashboard Univ	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di dialogo e lavoro su Ottimizzazione Mobile Web Dashboard Universal Brain
Episodio: Potenziamento Skill e Rilascio Demone Si	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di dialogo e lavoro su Potenziamento Skill e Rilascio Demone Sincronizzazione macOS
Episodio: Progettazione dell'Inibizione Interemisferica & Lazy Loading	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Definizione del modello di lazy loading biologico ispirato all'inibizione GABAergica per un'esecuzione rapida e focalizz
Episodio: Quali sono i progetti principali di...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Conversazione tra Pierfrancesco e qwen/qwen3.8-27b (Groq) su Quali sono i progetti principali di....
Episodio: Restyling Dark-Tech, Stabilizzazione Fisica & Ripristino Palazzo Cognitivo	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione approfondita di restyling frontend (stile Graphify.com e Caveman.so), eliminazione di oscillazioni e rotazioni 
Episodio: Teoria dei Sotto-Grafi Modulari e Decentramento Hub	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Definizione della topologia a sotto-grafi modulari: entità enciclopediche e verticali isolate da person-pierfrancesco.
Episodio: Valutazione e Design del Modello Graph-of-Graphs a Piani	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Analisi comparativa, pro, contro e fattibilità tecnica del modello di grafo a palazzo frattale su SQLite.
Episodio: che ne pensi del mio cervello artif...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Conversazione tra Pierfrancesco e openai/gpt-oss-120b (groq) su che ne pensi del mio cervello artif....
Episodio: che ne pensi del mio cervello artif...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Conversazione tra Pierfrancesco e gemini-3.7-flash (gemini) su che ne pensi del mio cervello artif....
Episodio: chi è Pierfrancesco Amendola e cosa...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Conversazione tra Pierfrancesco e openai/gpt-oss-120b (groq) su chi è Pierfrancesco Amendola e cosa....
Episodio: ma è tutto falso!!!	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Conversazione tra Pierfrancesco e openai/gpt-oss-120b (groq) su ma è tutto falso!!!.
Episodio: non riesci a connetterti al mio cer...	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Conversazione tra Pierfrancesco e openai/gpt-oss-120b (groq) su non riesci a connetterti al mio cer....
Metacognizione e Sviluppo del Sistema AI	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione dedicata all'introspezione sistemica e al miglioramento dell'infrastruttura cognitiva dell'AI stessa.
Progettazione Piattaforma Personale di Apprendimento Linguistico	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Discussione architetturale incentrata sulla creazione di un'applicazione proprietaria e non divulgata per lo studio del 
Release Commit 62e48df (Render Hot-Rebuild)	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Release Commit 62e48df (Render Hot-Rebuild) (Layer: DEVOPS_TIMELINE, Tipo: DEPLOYMENT_EVENT)
Rilascio e Sincronizzazione dell'Hierarchical Tree Engine e degli Strumenti MCP nel Cervello Cognitivo	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T20:34:46CEST: Rilascio e Sincronizzazione dell'Hierarchical Tree Engine e degli Strumenti MCP ne
Sessione Valutazione e Stima Language App	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Discussione su fattibilità, tempi, complessità e gap del progetto app lingue personale.
Specifiche Tecniche e Mappatura Comandi dell'Hub Cognitivo Telegram (0€ Webhook Gateway)	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T20:37:03CEST: Specifiche Tecniche e Mappatura Comandi dell'Hub Cognitivo Telegram (0€ Webhook Ga
Tassonomia e Classificazione Formale dell'Universal Knowledge Graph	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T18:34:00CEST: Tassonomia e Classificazione Formale dell'Universal Knowledge Graph
Traduzione e Consolidamento del Benchmark Comparativo sulle Strutture ad Albero per il Grafo Cognitivo	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T20:32:00CEST: Traduzione e Consolidamento del Benchmark Comparativo sulle Strutture ad Albero pe
Unificazione Architetturale tra Knowledge Graph e Search Trees per Cervelli Artificiali	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T18:28:00CEST: Unificazione Architetturale tra Knowledge Graph e Search Trees per Cervelli Artifi
Valutazione Tecnica delle Strutture ad Albero (MST, Dendrogram, Trie, B+Tree) nel Knowledge Graph	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T20:30:00CEST: Valutazione Tecnica delle Strutture ad Albero (MST, Dendrogram, Trie, B+Tree) nel 
Valutazione e Design di un Telegram Bot come Interfaccia I/O Mobile per il Knowledge Graph	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio del 2026-08-27T18:58:00CEST: Valutazione e Design di un Telegram Bot come Interfaccia I/O Mobile per il Knowled
Celebration Particle & FX Engine	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Suite di effetti grafici ed esplosioni particellari reattive: Notch Fireworks dalla Dynamic Island al 100%, coriandoli g
Continuous Human-AI Symbiosis Vision	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Visione filosofica di un intelligenza aumentata: la memoria dell utente e dei suoi progetti sopravvive tra sessioni dist
Evoluzione UI & Architettura di Memoria Resiliente	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Sessione di potenziamento dell'Universal AI Brain: introduzione del terminale chiaro, caricamento JSON visuale e blindat
Idea per nuova app AI	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Sviluppo di un agent autonomo
Pianoforte Classico & Composizione	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Studio del pianoforte dall'età di tre anni; rifugio espressivo e contrappeso emotivo al rigore logico-scientifico.
Recitazione Teatrale (Tricca Ballacche)	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Esperienza attoriale sul palco come strumento di esplorazione delle dinamiche umane e presenza scenica.
Scrittura & Pubblicazione Indipendente	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Attività di autore ed editore su Amazon KDP per libri per ragazzi, narrativa e manuali tecnici.
Simbiosi Operativa Antigravity & Pierfrancesco	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Manifestazione pratica del Modello Centauro: intenzione e guida umana sposate all'esecuzione deterministica dell'assiste
Sintesi Artistico-Scientifica & Centauro	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Integrazione tra rigore computazionale e sensibilità creativa (pianoforte, teatro Tricca Ballacche, scrittura, modello C
Test Live Download Node	RIGHT	CREATIVE_IDEA	CREATIVE_IDEA	L1	Test di verifica download automatico da cloud a locale
Cyber Slate Dark Aesthetics	RIGHT	DESIGN_TOKEN	DESIGN_TOKEN	L2	Estetica visuale cosmica a basso contrasto di fondo (#090d16) con pannelli in vetro sfumato (backdrop-filter: blur(16px)
Dark Neon Cyber Aesthetic	RIGHT	DESIGN_TOKEN	DESIGN_TOKEN	L2	Design system scuro ad alto impatto visivo con superfici in vetro e accenti neon ad alto contrasto.
